# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-10-21.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:10:23.568000+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:10:26.031397+02:00,2.332,100.0,0,2892,24.0,6.03,295.0,271.0,17.0,4.74,306.0,289.0
2026-07-20T14:10:26.053747+02:00,2.354,100.0,0,2914,26.0,6.47,297.0,271.0,20.0,5.01,308.0,288.0
2026-07-20T14:10:26.074199+02:00,2.375,100.0,0,2935,23.0,6.23,296.0,273.0,18.0,4.8,308.0,290.0
2026-07-20T14:10:26.096952+02:00,2.397,100.0,0,2957,20.0,4.88,294.0,274.0,15.0,3.73,306.0,291.0
2026-07-20T14:10:26.121968+02:00,2.422,100.0,0,2979,22.0,5.56,294.0,272.0,17.0,4.38,306.0,289.0
2026-07-20T14:10:26.140845+02:00,2.441,100.0,0,3001,23.0,5.89,295.0,272.0,18.0,4.62,307.0,289.0
2026-07-20T14:10:26.161210+02:00,2.462,100.0,0,3022,23.0,5.31,295.0,272.0,17.0,4.14,306.0,289.0
2026-07-20T14:10:26.183734+02:00,2.484,100.0,0,3044,21.0,5.24,294.0,273.0,16.0,4.06,306.0,290.0
2026-07-20T14:10:26.204400+02:00,2.505,100.0,0,3065,21.0,5.84,294.0,273.0,17.0,4.58,306.0,289.0
2026-07-20T14:10:26.226951+02:00,2.527,100.0,0,3087,22.0,5.84,295.0,273.0,18.0,4.57,308.0,290.0
2026-07-20T14:10:26.248464+02:00,2.549,100.0,0,3109,23.0,5.6,295.0,272.0,17.0,4.46,307.0,290.0
2026-07-20T14:10:26.270827+02:00,2.571,100.0,0,3131,24.0,5.82,295.0,271.0,18.0,4.65,306.0,288.0
2026-07-20T14:10:26.292134+02:00,2.592,100.0,0,3152,21.0,5.25,295.0,274.0,17.0,4.12,307.0,290.0
2026-07-20T14:10:26.313845+02:00,2.614,100.0,0,3174,19.0,5.03,293.0,274.0,15.0,3.89,305.0,290.0
2026-07-20T14:10:26.334601+02:00,2.635,100.0,0,3195,22.0,5.69,295.0,273.0,17.0,4.44,307.0,290.0
