# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:24.162431+02:00,1.857,27.56,2394,7.0,1.95,282.0,275.0,5.0,1.66,298.0,293.0
2026-07-20T14:24:24.182982+02:00,1.877,27.66,2415,5.0,1.56,281.0,276.0,5.0,1.32,298.0,293.0
2026-07-20T14:24:24.205333+02:00,1.900,27.77,2437,6.0,1.9,281.0,275.0,5.0,1.57,298.0,293.0
2026-07-20T14:24:24.225795+02:00,1.920,27.86,2458,5.0,1.73,281.0,276.0,6.0,1.45,299.0,293.0
2026-07-20T14:24:24.248563+02:00,1.943,27.97,2480,5.0,1.36,279.0,274.0,4.0,1.16,296.0,292.0
2026-07-20T14:24:24.270083+02:00,1.965,28.08,2502,5.0,1.26,281.0,276.0,4.0,1.04,298.0,294.0
2026-07-20T14:24:24.292487+02:00,1.987,28.19,2524,7.0,1.92,282.0,275.0,6.0,1.62,299.0,293.0
2026-07-20T14:24:24.313971+02:00,2.008,28.29,2546,6.0,1.73,281.0,275.0,5.0,1.44,298.0,293.0
2026-07-20T14:24:24.335364+02:00,2.030,28.40,2567,6.0,1.7,281.0,275.0,4.0,1.35,297.0,293.0
2026-07-20T14:24:24.355945+02:00,2.050,28.50,2588,3.0,0.87,280.0,277.0,3.0,0.67,297.0,294.0
2026-07-20T14:24:24.378520+02:00,2.073,28.61,2610,4.0,0.93,280.0,276.0,3.0,0.69,297.0,294.0
2026-07-20T14:24:24.400132+02:00,2.095,28.72,2632,5.0,1.44,280.0,275.0,4.0,1.1,297.0,293.0
2026-07-20T14:24:24.422613+02:00,2.117,28.83,2654,3.0,0.8,280.0,277.0,3.0,0.72,298.0,295.0
2026-07-20T14:24:24.443078+02:00,2.138,28.93,2675,3.0,1.0,279.0,276.0,3.0,0.84,296.0,293.0
2026-07-20T14:24:24.465678+02:00,2.160,29.04,2697,5.0,1.27,281.0,276.0,4.0,1.06,298.0,294.0
2026-07-20T14:24:24.487141+02:00,2.182,29.15,2719,4.0,0.82,280.0,276.0,3.0,0.72,297.0,294.0
2026-07-20T14:24:24.509641+02:00,2.204,29.26,2741,4.0,1.64,281.0,277.0,4.0,1.29,298.0,294.0
2026-07-20T14:24:24.531140+02:00,2.226,29.37,2763,4.0,1.15,281.0,277.0,4.0,1.02,298.0,294.0
2026-07-20T14:24:24.554490+02:00,2.249,29.49,2784,4.0,1.17,280.0,276.0,3.0,0.94,297.0,294.0
2026-07-20T14:24:24.573154+02:00,2.268,29.59,2805,4.0,1.15,281.0,277.0,3.0,0.86,298.0,295.0
2026-07-20T14:24:24.598188+02:00,2.293,29.72,2827,5.0,1.56,281.0,276.0,4.0,1.3,298.0,294.0
2026-07-20T14:24:24.617266+02:00,2.312,29.81,2849,4.0,0.92,281.0,277.0,4.0,0.76,298.0,294.0
